----------追踪目标日志----------
以下为各列数值含义：
帧数  目标ID  目标类别  x1, y1, x2, y2 (方框左上角以及右下角)
295  37  bus  557, 33, 589, 68
295  45  car  483, 46, 502, 59
295  50  car  494, 68, 518, 88
295  53  person  319, 97, 329, 122
295  54  bus  585, 60, 646, 109
295  61  car  177, 196, 230, 264
295  69  car  733, 77, 772, 95
295  70  car  487, 96, 525, 124
295  78  car  384, 57, 405, 74
295  79  person  15, 167, 31, 199
295  88  car  725, 120, 768, 147
295  94  car  824, 111, 863, 138
295  95  car  867, 98, 933, 123
295  97  car  566, 120, 609, 151
295  108  car  229, 90, 256, 112
295  110  car  200, 75, 230, 93
295  111  car  755, 160, 825, 198
295  119  car  868, 207, 936, 254
295  121  car  760, 220, 832, 269
295  124  person  1, 164, 18, 199
295  125  person  780, 112, 793, 139
295  131  car  912, 184, 955, 226
296  10  car  841, 134, 894, 163
296  11  car  -12, 404, 106, 540
296  32  car  159, 157, 220, 197
296  37  bus  557, 33, 588, 68
296  45  car  484, 46, 502, 58
296  50  car  494, 68, 517, 88
296  53  person  318, 97, 329, 122
296  54  bus  584, 60, 645, 109
296  61  car  176, 198, 230, 266
296  69  car  733, 78, 770, 95
296  70  car  487, 96, 524, 123
296  78  car  384, 58, 405, 75
296  79  person  15, 168, 30, 200
296  88  car  724, 118, 768, 147
296  94  car  824, 110, 863, 138
296  95  car  869, 99, 935, 123
296  97  car  565, 120, 607, 150
296  108  car  229, 91, 256, 112
296  110  car  199, 75, 230, 93
296  111  car  753, 159, 821, 196
296  119  car  866, 205, 934, 252
296  121  car  754, 214, 829, 266
296  124  person  1, 165, 17, 199
296  125  person  779, 111, 792, 139
296  131  car  912, 183, 953, 223
296  132  person  95, 118, 111, 143
297  10  car  841, 134, 894, 163
297  11  car  -10, 409, 102, 541
297  32  car  156, 159, 217, 199
297  37  bus  558, 33, 588, 68
297  45  car  484, 45, 502, 58
297  50  car  494, 67, 518, 87
297  53  person  317, 97, 328, 122
297  54  bus  584, 60, 644, 109
297  61  car  174, 200, 229, 268
297  70  car  487, 95, 523, 123
297  78  car  383, 58, 405, 75
297  79  person  14, 169, 29, 201
297  88  car  723, 118, 767, 146
297  94  car  824, 110, 863, 138
297  95  car  871, 98, 937, 123
297  97  car  563, 118, 604, 148
297  108  car  229, 91, 256, 113
297  110  car  199, 74, 230, 94
297  111  car  750, 158, 818, 195
297  119  car  864, 204, 931, 250
297  121  car  750, 210, 826, 263
297  125  person  778, 111, 791, 138
297  131  car  909, 181, 952, 222
297  132  person  95, 118, 110, 144
298  10  car  840, 134, 893, 163
298  11  car  -8, 414, 99, 541
298  32  car  153, 160, 215, 200
298  37  bus  557, 33, 588, 68
298  45  car  484, 45, 502, 58
298  50  car  494, 67, 518, 87
298  53  person  317, 97, 328, 122
298  54  bus  583, 60, 643, 109
298  61  car  173, 202, 228, 272
298  70  car  486, 95, 522, 122
298  78  car  383, 58, 405, 76
298  79  person  14, 170, 29, 201
298  88  car  721, 116, 766, 145
298  94  car  824, 110, 863, 138
298  95  car  873, 99, 939, 123
298  97  car  561, 117, 603, 147
298  108  car  229, 92, 256, 113
298  110  car  200, 75, 230, 94
298  111  car  747, 157, 815, 194
298  119  car  861, 203, 929, 249
298  121  car  749, 211, 820, 260
298  124  person  1, 166, 17, 198
298  125  person  777, 111, 791, 137
298  131  car  907, 179, 951, 221
298  132  person  94, 118, 109, 144
299  10  car  840, 134, 894, 163
299  11  car  -7, 419, 95, 541
299  32  car  150, 160, 214, 202
299  37  bus  558, 33, 588, 68
299  45  car  484, 45, 502, 58
299  50  car  495, 67, 518, 86
299  53  person  317, 97, 327, 122
299  54  bus  582, 60, 642, 108
299  61  car  170, 203, 227, 274
299  70  car  485, 94, 521, 121
299  78  car  383, 59, 404, 76
299  79  person  13, 170, 28, 202
299  88  car  720, 116, 764, 144
299  94  car  825, 110, 863, 138
299  95  car  874, 99, 941, 123
299  97  car  560, 116, 601, 146
299  108  car  230, 93, 255, 114
299  110  car  200, 75, 230, 94
299  111  car  745, 156, 812, 193
299  119  car  860, 202, 928, 247
299  121  car  743, 206, 818, 257
299  125  person  777, 110, 790, 137
299  131  car  905, 178, 949, 218
299  132  person  93, 119, 109, 145
300  10  car  840, 134, 893, 163
300  11  car  -6, 423, 91, 541
300  32  car  148, 161, 211, 203
300  37  bus  558, 33, 588, 67
300  45  car  484, 45, 502, 57
300  50  car  495, 66, 518, 86
300  53  person  317, 97, 327, 122
300  54  bus  581, 60, 641, 108
300  61  car  169, 205, 226, 277
300  70  car  485, 93, 520, 120
300  78  car  382, 59, 404, 77
300  79  person  11, 171, 27, 203
300  88  car  720, 116, 763, 144
300  94  car  825, 110, 863, 138
300  95  car  875, 99, 942, 122
300  97  car  559, 115, 600, 144
300  108  car  230, 93, 255, 114
300  110  car  200, 75, 229, 94
300  111  car  743, 155, 809, 191
300  119  car  857, 200, 926, 246
300  121  car  742, 206, 813, 255
300  125  person  776, 110, 790, 136
300  131  car  904, 177, 949, 217
300  132  person  92, 119, 107, 145
301  10  car  840, 134, 893, 163
301  11  car  -4, 428, 87, 541
301  32  car  146, 164, 208, 205
301  37  bus  558, 33, 588, 67
301  45  car  483, 45, 501, 57
301  53  person  316, 97, 327, 122
301  54  bus  581, 60, 640, 107
301  61  car  167, 207, 224, 279
301  70  car  485, 93, 520, 120
301  78  car  382, 59, 404, 77
301  88  car  719, 115, 762, 143
301  94  car  825, 110, 863, 138
301  95  car  878, 98, 946, 122
301  97  car  557, 114, 598, 143
301  108  car  232, 97, 254, 114
301  110  car  200, 75, 229, 94
301  111  car  740, 154, 806, 191
301  119  car  856, 199, 924, 245
301  121  car  740, 205, 808, 251
301  131  car  902, 176, 948, 216
301  132  person  91, 120, 106, 145
302  10  car  839, 134, 893, 162
302  11  car  -3, 432, 84, 541
302  32  car  143, 165, 206, 206
302  37  bus  558, 33, 587, 66
302  45  car  484, 44, 501, 57
302  50  car  495, 65, 518, 85
302  53  person  316, 97, 326, 122
302  54  bus  581, 60, 639, 107
302  61  car  166, 209, 224, 282
302  70  car  484, 93, 519, 119
302  78  car  382, 59, 403, 77
302  88  car  718, 114, 761, 142
302  94  car  825, 110, 863, 138
302  95  car  880, 98, 949, 122
302  97  car  555, 113, 595, 142
302  108  car  230, 95, 255, 114
302  110  car  200, 75, 229, 94
302  111  car  737, 153, 803, 189
302  119  car  854, 198, 923, 243
302  121  car  736, 201, 806, 248
302  131  car  900, 177, 946, 215
303  10  car  838, 134, 892, 162
303  11  car  -2, 436, 81, 540
303  32  car  140, 166, 203, 207
303  37  bus  558, 33, 587, 66
303  50  car  495, 64, 518, 84
303  53  person  315, 97, 326, 122
303  54  bus  581, 59, 638, 106
303  61  car  164, 211, 223, 285
303  70  car  484, 91, 519, 118
303  78  car  381, 60, 403, 78
303  88  car  717, 113, 761, 142
303  94  car  825, 110, 863, 137
303  95  car  883, 98, 951, 122
303  97  car  554, 112, 594, 141
303  108  car  230, 94, 256, 115
303  111  car  735, 152, 801, 188
303  119  car  852, 198, 920, 242
303  121  car  734, 200, 801, 245
303  122  person  28, 117, 43, 146
303  131  car  897, 175, 946, 214
304  10  car  837, 133, 892, 162
304  11  car  -2, 438, 78, 540
304  32  car  138, 167, 201, 208
304  37  bus  558, 33, 587, 66
304  50  car  495, 64, 518, 84
304  53  person  315, 97, 325, 122
304  54  bus  580, 58, 638, 105
304  61  car  163, 213, 222, 288
304  70  car  483, 90, 518, 117
304  78  car  381, 60, 403, 78
304  88  car  716, 112, 760, 141
304  94  car  826, 110, 863, 137
304  95  car  886, 98, 954, 122
304  97  car  553, 111, 592, 140
304  108  car  230, 94, 256, 115
304  110  car  200, 75, 228, 94
304  111  car  733, 151, 798, 187
304  119  car  851, 197, 918, 241
304  121  car  731, 198, 798, 243
304  131  car  894, 175, 944, 212
304  132  person  87, 121, 103, 148
305  10  car  837, 133, 891, 162
305  11  car  -1, 444, 75, 540
305  32  car  135, 168, 198, 210
305  37  bus  557, 33, 586, 65
305  50  car  495, 64, 518, 83
305  53  person  315, 97, 325, 122
305  54  bus  579, 56, 638, 105
305  61  car  161, 215, 221, 290
305  70  car  483, 90, 517, 117
305  78  car  380, 60, 403, 78
305  79  person  6, 172, 22, 207
305  88  car  715, 111, 758, 140
305  94  car  826, 110, 862, 137
305  95  car  889, 98, 956, 121
305  97  car  551, 110, 591, 139
305  108  car  230, 94, 256, 115
305  111  car  730, 150, 795, 185
305  119  car  849, 195, 916, 239
305  121  car  728, 196, 794, 240
305  122  person  27, 118, 44, 146
305  131  car  890, 174, 942, 212
305  132  person  86, 121, 102, 149
306  10  car  836, 133, 891, 162
306  11  car  -1, 448, 71, 540
306  32  car  132, 170, 196, 211
306  37  bus  557, 33, 586, 65
306  50  car  495, 63, 518, 83
306  53  person  315, 97, 325, 122
306  54  bus  579, 56, 637, 104
306  61  car  159, 217, 221, 293
306  69  car  722, 74, 762, 93
306  70  car  482, 89, 516, 116
306  78  car  380, 61, 402, 79
306  88  car  715, 111, 757, 139
306  94  car  826, 110, 863, 137
306  95  car  891, 98, 957, 121
306  97  car  550, 109, 589, 137
306  108  car  230, 94, 257, 116
306  110  car  200, 75, 228, 94
306  111  car  728, 149, 792, 184
306  119  car  847, 194, 914, 238
306  121  car  723, 192, 792, 238
306  122  person  27, 118, 44, 146
306  131  car  887, 172, 941, 211
306  132  person  85, 121, 101, 149
307  10  car  835, 133, 891, 162
307  11  car  0, 454, 67, 540
307  20  truck  274, 386, 447, 539
307  32  car  129, 171, 193, 213
307  37  bus  557, 32, 587, 65
307  50  car  495, 63, 519, 82
307  53  person  314, 97, 324, 122
307  54  bus  578, 55, 636, 103
307  61  car  158, 219, 219, 295
307  70  car  482, 89, 516, 115
307  78  car  379, 61, 402, 79
307  88  car  715, 111, 756, 138
307  94  car  826, 110, 862, 137
307  95  car  892, 98, 959, 121
307  97  car  549, 108, 587, 136
307  108  car  230, 95, 257, 116
307  110  car  201, 76, 228, 93
307  111  car  726, 149, 789, 183
307  119  car  845, 193, 913, 237
307  121  car  721, 191, 788, 235
307  122  person  27, 118, 44, 146
307  131  car  884, 171, 940, 210
307  132  person  84, 122, 99, 149
308  10  car  834, 133, 890, 162
308  11  car  0, 460, 63, 540
308  20  truck  274, 387, 447, 539
308  32  car  126, 172, 191, 215
308  37  bus  557, 32, 587, 65
308  50  car  495, 63, 519, 82
308  53  person  314, 97, 324, 122
308  54  bus  577, 54, 636, 103
308  61  car  156, 221, 219, 299
308  70  car  482, 88, 515, 114
308  78  car  379, 61, 401, 80
308  88  car  715, 111, 754, 137
308  94  car  826, 110, 863, 137
308  95  car  893, 98, 961, 121
308  97  car  548, 108, 585, 135
308  108  car  230, 95, 257, 116
308  110  car  201, 76, 228, 94
308  111  car  723, 148, 786, 182
308  119  car  843, 192, 911, 236
308  121  car  718, 189, 785, 233
308  122  person  27, 118, 43, 146
308  131  car  880, 170, 936, 208
308  134  car  946, 290, 956, 326
309  10  car  833, 133, 889, 161
309  11  car  0, 464, 60, 540
309  20  truck  274, 387, 447, 539
309  32  car  123, 173, 189, 216
309  37  bus  557, 32, 587, 65
309  50  car  495, 62, 519, 81
309  53  person  314, 97, 324, 122
309  54  bus  577, 53, 635, 102
309  61  car  154, 223, 218, 302
309  70  car  481, 88, 514, 114
309  78  car  378, 61, 401, 80
309  88  car  714, 111, 752, 137
309  94  car  827, 110, 863, 137
309  95  car  895, 98, 961, 121
309  97  car  546, 107, 584, 134
309  108  car  231, 95, 258, 117
309  110  car  201, 76, 228, 94
309  111  car  721, 147, 784, 181
309  119  car  842, 191, 909, 234
309  121  car  715, 187, 782, 231
309  122  person  26, 118, 44, 146
309  131  car  876, 169, 934, 207
309  132  person  82, 123, 97, 150
309  134  car  944, 284, 956, 326
309  135  car  929, 372, 952, 438
310  10  car  832, 132, 889, 161
310  11  car  1, 470, 56, 539
310  32  car  119, 174, 186, 218
310  37  bus  557, 31, 586, 64
310  53  person  313, 97, 323, 121
310  54  bus  577, 53, 634, 102
310  61  car  152, 225, 216, 305
310  69  car  718, 72, 759, 92
310  70  car  481, 87, 514, 113
310  78  car  378, 61, 401, 80
310  79  person  1, 176, 17, 209
310  88  car  712, 109, 751, 136
310  94  car  827, 110, 863, 136
310  95  car  897, 98, 961, 121
310  97  car  545, 106, 582, 132
310  108  car  231, 95, 258, 117
310  111  car  719, 146, 782, 180
310  119  car  841, 190, 907, 233
310  121  car  713, 185, 779, 228
310  122  person  26, 118, 44, 146
310  123  person  174, 129, 186, 157
310  131  car  873, 167, 931, 205
310  132  person  81, 123, 97, 151
310  134  car  941, 277, 955, 325
310  135  car  923, 365, 949, 438
311  10  car  831, 132, 889, 161
311  11  car  1, 476, 52, 539
311  32  car  117, 176, 184, 219
311  37  bus  556, 31, 586, 63
311  50  car  495, 61, 519, 81
311  53  person  313, 96, 323, 121
311  54  bus  577, 54, 633, 102
311  61  car  150, 227, 215, 308
311  69  car  718, 73, 758, 91
311  70  car  481, 87, 513, 112
311  78  car  378, 62, 401, 80
311  88  car  712, 109, 750, 135
311  94  car  828, 110, 863, 136
311  95  car  898, 98, 962, 121
311  97  car  544, 105, 580, 131
311  108  car  231, 95, 259, 117
311  111  car  717, 145, 779, 178
311  119  car  839, 189, 905, 231
311  121  car  711, 184, 775, 226
311  122  person  26, 118, 43, 146
311  123  person  175, 129, 186, 156
311  124  person  -1, 168, 18, 212
311  131  car  869, 166, 930, 204
311  132  person  80, 124, 95, 151
311  134  car  938, 273, 954, 325
311  135  car  916, 358, 947, 442
312  10  car  830, 132, 888, 161
312  20  truck  273, 386, 447, 539
312  32  car  114, 177, 181, 220
312  37  bus  556, 31, 585, 63
312  50  car  496, 61, 519, 80
312  53  person  313, 96, 323, 121
312  54  bus  577, 54, 632, 101
312  61  car  147, 229, 213, 311
312  69  car  718, 73, 756, 91
312  70  car  481, 86, 512, 111
312  78  car  378, 62, 400, 81
312  88  car  711, 107, 750, 135
312  94  car  828, 109, 863, 135
312  95  car  900, 98, 964, 121
312  97  car  543, 104, 579, 130
312  108  car  231, 95, 259, 118
312  111  car  715, 143, 777, 178
312  119  car  837, 188, 904, 230
312  121  car  709, 183, 771, 224
312  122  person  26, 117, 43, 146
312  124  person  -1, 168, 17, 211
312  131  car  867, 165, 928, 203
312  132  person  79, 124, 95, 152
312  134  car  936, 270, 953, 324
312  135  car  909, 352, 945, 443
313  10  car  831, 132, 888, 160
313  20  truck  272, 386, 446, 539
313  32  car  110, 177, 179, 222
313  37  bus  556, 31, 585, 63
313  53  person  313, 97, 323, 121
313  54  bus  576, 53, 631, 101
313  61  car  144, 232, 210, 314
313  69  car  718, 73, 755, 91
313  70  car  481, 85, 512, 110
313  78  car  377, 62, 400, 81
313  88  car  711, 107, 749, 134
313  94  car  828, 109, 863, 135
313  95  car  901, 98, 965, 121
313  97  car  542, 103, 577, 129
313  108  car  231, 95, 259, 118
313  111  car  712, 143, 774, 176
313  119  car  836, 187, 902, 229
313  121  car  706, 181, 769, 222
313  122  person  26, 117, 43, 146
313  123  person  175, 128, 187, 155
313  131  car  864, 164, 924, 201
313  132  person  79, 125, 94, 152
313  134  car  933, 266, 952, 324
313  135  car  903, 345, 942, 438
314  10  car  831, 132, 887, 160
314  20  truck  273, 386, 447, 539
314  32  car  107, 179, 176, 224
314  37  bus  555, 30, 585, 63
314  50  car  497, 61, 519, 79
314  53  person  313, 97, 322, 121
314  54  bus  575, 52, 630, 100
314  61  car  142, 234, 210, 318
314  69  car  717, 73, 754, 91
314  70  car  480, 84, 512, 110
314  78  car  377, 63, 399, 81
314  88  car  710, 107, 748, 133
314  95  car  903, 98, 965, 121
314  97  car  540, 102, 576, 128
314  108  car  231, 96, 259, 118
314  111  car  710, 142, 771, 175
314  119  car  834, 186, 900, 228
314  121  car  704, 179, 766, 220
314  122  person  25, 118, 42, 146
314  124  person  -1, 168, 16, 211
314  131  car  861, 164, 922, 200
314  132  person  77, 125, 93, 152
314  134  car  931, 263, 952, 324
314  135  car  898, 339, 939, 429
315  10  car  830, 132, 887, 160
315  20  truck  274, 387, 447, 539
315  32  car  104, 181, 174, 225
315  37  bus  555, 30, 585, 63
315  50  car  497, 60, 519, 78
315  53  person  313, 97, 322, 121
315  54  bus  575, 52, 629, 100
315  61  car  140, 237, 208, 321
315  69  car  717, 73, 753, 90
315  70  car  480, 84, 512, 109
315  78  car  377, 63, 399, 82
315  88  car  710, 107, 746, 132
315  95  car  905, 98, 966, 121
315  97  car  540, 101, 576, 127
315  108  car  231, 96, 259, 119
315  111  car  708, 142, 768, 174
315  119  car  833, 185, 898, 227
315  121  car  701, 177, 763, 217
315  122  person  25, 118, 42, 146
315  124  person  -1, 169, 15, 210
315  131  car  858, 163, 919, 199
315  134  car  928, 259, 952, 327
315  135  car  893, 332, 937, 421
316  10  car  829, 131, 887, 160
316  20  truck  273, 387, 447, 539
316  32  car  101, 182, 171, 227
316  37  bus  555, 30, 584, 62
316  50  car  497, 60, 519, 78
316  53  person  312, 97, 322, 121
316  54  bus  575, 53, 628, 99
316  61  car  138, 239, 208, 324
316  69  car  716, 73, 752, 90
316  70  car  480, 83, 511, 108
316  78  car  377, 63, 399, 82
316  88  car  710, 106, 745, 131
316  95  car  907, 98, 966, 121
316  97  car  539, 100, 575, 126
316  108  car  231, 96, 259, 119
316  110  car  200, 75, 228, 94
316  111  car  705, 140, 765, 173
316  119  car  832, 184, 897, 226
316  121  car  699, 176, 761, 216
316  122  person  25, 118, 43, 146
316  131  car  855, 162, 915, 197
316  132  person  76, 126, 91, 154
316  134  car  925, 257, 952, 327
316  135  car  888, 326, 935, 413
317  10  car  829, 131, 885, 159
317  20  truck  273, 386, 447, 539
317  32  car  97, 183, 168, 229
317  37  bus  555, 30, 584, 62
317  50  car  497, 59, 519, 77
317  53  person  312, 97, 322, 121
317  54  bus  575, 53, 627, 99
317  61  car  137, 242, 207, 328
317  69  car  715, 73, 751, 90
317  70  car  480, 83, 511, 107
317  78  car  376, 64, 399, 83
317  88  car  709, 105, 744, 130
317  95  car  909, 97, 967, 121
317  97  car  538, 99, 573, 125
317  108  car  231, 96, 259, 119
317  110  car  200, 75, 228, 94
317  111  car  703, 140, 763, 173
317  119  car  831, 183, 895, 224
317  121  car  697, 175, 757, 214
317  122  person  24, 118, 42, 147
317  131  car  852, 162, 913, 197
317  132  person  75, 127, 90, 155
317  134  car  922, 257, 951, 327
317  135  car  884, 320, 934, 405
318  10  car  828, 131, 885, 159
318  20  truck  273, 387, 447, 539
318  32  car  94, 185, 166, 231
318  37  bus  556, 31, 584, 61
318  50  car  498, 59, 519, 77
318  53  person  311, 97, 322, 122
318  54  bus  575, 53, 626, 98
318  61  car  134, 244, 205, 331
318  69  car  715, 72, 751, 90
318  70  car  480, 83, 510, 107
318  78  car  376, 64, 399, 83
